,Alpha,Beta,Nu,Rho
DICE,1.9324130095159542,0.9343025565592,2.8775875368178587,-0.7308384066122204
DIDIY,1.2043799171854819,0.9996971386119189,0.3463411198736113,-0.9998997942270048
DIG,0.6954043629768688,0.26685299341168295,0.2894288063672809,0.9998180244619075
DIN,0.45532285018737695,0.023173484422248553,0.24637764578683644,0.6171892211003348
DINO,0.5541218334151204,0.9999999999934717,0.5700888249701176,-0.6600904243172858
DIOD,0.4383699543620704,0.13133371601120575,0.7717618093640015,0.044599834234384926
DIS,0.33876854426422387,0.00010000000046082133,0.694676953499363,0.04781290459833207
DISH,0.6522539666599263,0.2663336804363445,0.1338751152451077,0.9498608341095839
DIV,0.3096442240939996,0.00010007803994065114,1.156753835420192,0.0860212986592432
DIVB,0.21589959139069317,0.9983634680912036,1.7817308773653793,0.1414887975813983
DIVO,0.2077945544755928,0.0007294025943514507,0.4600503625440482,0.9991103907005475
DJD,0.23638246797561824,0.6703019066582023,1.7778268054849915,0.5560174143662017
DJIA,0.30479165165755984,0.00010007841096520769,0.4322672558861398,0.5271129615888608
DJP,0.28081181042297715,0.00047050796278971205,0.18786705894238173,0.5784874336153703
DJX,0.20205245355906976,0.665971415953773,0.18219746765279268,-0.9998754644050916
DK,0.612125500870756,0.008554872287109177,0.9258038545259976,0.21339419035447937
DKL,0.3885619022643055,0.2791324852851221,2.7234828251569247,-0.5712865810497842
DKNG,0.8036062215101529,0.4469066291576269,0.2920295530236808,0.9220922060263851
DKS,0.49015347389840874,0.00828383711499408,0.3968528891016366,0.4261119296513581
DLB,0.2646700562644872,0.0005257104887971358,0.9151304398109705,-0.2077620799167059
DLHC,1.158067802528219,0.8173477112746012,4.50940277936311,-0.9142871181893564
DLN,0.1922377092431121,0.0722364832864292,0.5962079116765365,-0.9998772289417213
DLNG,0.7967152460079436,0.9471058013898487,0.9999432844856515,0.5008124238412782
DLO,0.7774326210336882,0.6229938731431398,0.0001000175553740932,0.999311073846053
DLPN,1.576599188871713,0.6966466962006561,0.7698490784974467,0.866093382265288
DLR,0.2989893005044541,0.0005754831795320696,0.7475388602398743,-0.3400142822832241
DLS,0.24644108735597786,0.0001000499209993,0.2531921994321894,0.4956187922202745
DLTH,0.9616865211874878,0.0006137120378521555,0.506961523244232,-0.8773028851062973
DLTR,0.5470244242772964,0.27216824633475833,0.020697098228790393,-0.9998999452246752
DLX,0.4750582690195571,0.9999998868038836,2.0926917027339846,-0.6045131016443896
DM,0.9133020738951211,0.22093595182879294,0.5674438480690266,0.7213066242315409
DMAC,1.2451506581040086,0.4981781337375328,1.00022661286172,0.49972466321827447
DMAT,0.4157465271312257,0.999999999941243,1.2519480632390778,0.5696345232282987
DMLP,0.6868576848639817,0.0004997307838362443,5.709283919611398,0.8457354215910178
DMRC,0.8480644257894833,0.006771466320207523,0.7068974328019156,0.6661369493178364
DMTK,1.0498643964326118,0.21351892085097193,0.900722321241929,0.6011550671187793
DNA,1.1260188642430868,0.12397228893923277,0.7221563063567386,0.9993399002168686
DNAY,1.3814381287744686,0.5000646606271285,0.9997531961388195,0.5005965570680997
DNB,0.8169956510473851,0.7773987920923406,2.6604225447316336,-0.9701566291196773
DNL,0.3217942725050948,0.0004732777829141638,2.85835524501337,0.8525482059799941
DNLI,0.8035106215837168,0.00010229511308996813,0.829690798361801,0.6300322185103877
DNMR,1.1833671333575864,0.3304940814818512,0.4249079185358601,0.7328362664861303
DNN,0.8414824393556122,0.09708843834873619,0.6792277505715404,0.9058425729611551
DNOW,0.6560993893679739,0.43407291954254085,2.0050172970084352,-0.5660022806194774
DNUT,0.4517309401013466,0.047898699146566553,0.9138414681248145,0.1738521473195545
DO,0.6680106797117285,0.23543357023931363,1.066354322741347,0.404750023882219
DOC,0.6054029470582524,0.44578688469391203,2.9874253695812083,0.2835454556526603
DOCN,0.7459216423104363,0.36532437490729514,0.2746594165400143,0.9998999999762523
DOCS,0.6781803528820417,0.0004996722454462862,1.041862508970038,0.40482053837149085
DOCU,0.9019302227618743,0.00010001144000564827,0.6477943931718569,0.9993399066530374
DOG,0.20000468275798072,0.9456128583905502,0.9923948346485809,0.6708343300116648
DOGZ,1.5382373077487872,0.0910401441573725,1.6897790266682353,0.11025368567445012
DOLE,0.48494042439415547,0.00043685499669658125,1.871180810204073,-0.14285427402579637
DOMO,0.7544069054673763,0.0004997088400986512,0.45027902362642414,0.9998999999407676
DON,0.3211296084683262,0.9999997986362487,3.9313309129730656,-0.9678931623319694
DOOO,0.5258238880632311,0.012988813102807415,1.1699201284605893,0.34575212055908877
DOOR,0.3806851461167804,0.26937365267566504,0.9152049470921965,-0.19424953576548754
DORM,0.3819808844776863,0.4340233879225103,1.4123198178282659,-0.11463142128722789
DOUG,0.5928947010919803,0.00010014853636483448,1.3350176394801148,0.06623380111310347
DOV,0.26524982061547653,0.06935758369223186,0.8095501108313274,-0.1253257281263194
DOW,0.3007360371952863,0.00010244083291492204,0.8152775553904387,-0.29053363515884245
DOX,0.23875976477786673,0.02217379171739218,0.8660513245655357,0.4898083243464266
DOYU,0.9983927529036098,0.47963092192085105,5.2292480070331875,-0.7453583404282119
DOZR,0.4848101469528961,0.32802154617726365,1.5807765272435068,-0.7332973713819753
DPST,0.7750355831751126,0.3169338390411028,0.46612448731465905,0.22000679164796771
DPZ,0.29072209867148757,0.07478328435405339,0.38943544425735244,0.27654235032501145
DQ,0.7430154761967074,0.038511299700480416,0.4826042276125093,0.9998999979994294
DRD,0.5905922749469293,0.0009593578337687163,2.8898798390948177,-0.4439450523085127
DRE,0.43479946278864373,0.00010007841096520764,1.2140422973294809,0.49747301863438287
DRH,0.623373459905733,0.999999794717428,0.967049974787944,0.5000363232171691
DRI,0.3472226278407461,0.00015184233775085153,0.6948591609073426,-0.31082341580291567
DRIO,1.1262569117032055,0.40636187867348456,0.9996247476169987,0.45261312676460197
DRIP,0.9787392453978282,0.7742090232504739,0.692517436222812,0.9225364808168968
DRIV,0.3478227756625553,0.22411856303067343,0.8376799959507054,-0.21295122579689132
DRN,0.6665777741871267,0.22860993008444105,0.0006579854281541813,-0.9998999521987006
DRQ,0.6691767654428081,0.0005702674428176154,0.6358277842678275,0.5089647807044911
DRV,0.6539570098847716,0.5862228822214758,1.4805201888859327,0.8072462665026325
DRVN,0.5967390695151511,0.9999999999864294,1.529189235975234,-0.9993399413465874
DS,1.2390682396149155,0.5000168053227714,1.000153902106442,0.49951185966992145
DSEY,1.1506511326196354,0.00031316488769513,0.129522705529856,-0.9998999999583379
DSGN,1.2924137692810196,0.8121714019841371,4.533303903292407,-0.7823469124588024
DSGX,0.4864151645862863,0.00010003935160614448,1.4328104439583744,0.06987044124407266
DSI,0.28035709091804334,0.0003286165988567293,0.038320414554666865,-0.9998748325075217
DSKE,0.6822682198774672,0.00010003180601502712,0.7740888877359252,0.49979045453995424
DSL,0.24388685998902662,0.015097544376817143,1.124287717485346,0.19708825472836222
DSP,0.7672329003489544,0.5941185662975113,0.8135324964524856,0.5507469906858787
DSTL,0.23211890342083247,0.00010000529165425442,1.2565147582576874,0.5450101768255374
DSX,0.6785587557151131,0.00010028534842848992,1.1407159478506774,-0.07051408576370131
DT,0.5260715801244165,0.13901128284258224,0.3636619943576644,0.41744005976647575
DTC,0.9327422186969803,0.6486096112649613,1.0232536930669045,0.46928336362884626
DTE,0.25671479633091226,0.0002594977129997188,0.08092259629907521,-0.9998942533579122
DTEA,1.1282990962214365,0.5009943765247119,1.0001265641418235,0.5002498289562776
DTEC,0.2718079625607864,0.0061400412947429555,0.4607957260143838,0.3820911897625803
DTIL,1.1895855988347195,0.49229246721595554,0.9998250797013872,0.9994548541337206
DTM,0.4299294397543642,0.9999291738495182,3.639444870327756,-0.9234081725158091
DUG,0.7121431919957775,0.8299171433583266,0.9210269624201584,0.6005452533834945
DUHP,0.3118671866104379,0.9996081792106845,2.020238016391242,0.5810081057610322
DUK,0.20541121204651855,0.00010012922878725882,0.5564824384364957,-0.35928104556713725
DUOL,0.6884911819177596,0.00010000059073983959,0.742702054127354,0.46696922089882414
DUSL,0.6164900942918138,0.0004997307838363538,0.021522329547099258,-0.999254366014969
DUST,0.8354143622085834,0.7423614484845455,0.4049410283100421,0.7312707885066964
DV,0.6019762259548525,0.0016858534317565745,0.099671890076964,0.47710918369895583
DVA,0.3534920204912586,0.9999439996904607,1.0760766286768897,-0.4532926509765617
DVAX,0.7317407752154903,0.48085536492004033,0.00010005508959201133,0.3645783095688782
DVN,0.5668129550924598,0.9999999999644716,2.832618882441756,-0.7218427995461633
DVOL,0.345760748201867,0.00020695261402930754,1.5361555650071719,0.7997185812085008
DVY,0.15558570242417114,0.0003158268267275469,0.1750284454688398,-0.9998653801307276
DVYE,0.3721053954562324,0.000499681415286484,2.227773695189686,0.5211762354694185
DWAC,1.0700679197250895,0.9999999929296877,2.7412589203592206,-0.5210890044200882
DWAS,0.3445893952213019,0.9997636423894032,0.5726326007529147,-0.9998998117664255
DWM,0.23501543350221862,0.00010007841096520758,1.58667582804239,0.5084819090354511
DWX,0.30155588068982847,0.00010331880016803796,2.613166114733891,0.939706712745602
DX,0.2969526614996882,0.0005007360067591776,2.671050456161486,-0.8560780677700061
DXC,0.435164485569694,0.3746672944465136,0.5757266369261164,-0.1285824483037169
DXCM,0.4917118060134963,0.15161234067433998,0.27887094857923295,0.24163855769954695
DXD,0.3750558673545283,0.848943677581315,1.1699732745873408,0.7349742581631264
DXJ,0.17388456511928194,0.5119114149745154,0.9715938110175099,-0.4441356030102628
DXJS,0.2222675427767786,0.9999067979757754,2.1274571920157963,-0.9785425969693059
DXLG,0.9803108195315369,0.20405217720811455,1.2305995665370641,0.48455154058693495
DXPE,0.6819899967342193,0.0008057369958719853,0.4479198040260233,0.5341462107783941
DXYN,2.255622586668239,0.49923045288327234,1.0002322216331656,0.4991304073315192
DY,0.44454016001971086,0.07964468919560458,0.06749667983686794,0.9998670294330241
DYAI,2.2527811108068536,0.01660470194142653,1.703447078492142,-0.43108512484277617
DYN,0.9295680907728451,0.03858634993013187,1.8520866418682613,0.3451647858387353
DZSI,0.6583320658982188,0.0004931329062935585,0.8114417666505083,-0.16374910436537812
E,0.4866041279869656,0.03239818481151603,0.8933000086286117,-0.3617843791278601
EA,0.28976852168414635,0.14836998177411703,0.9181184056519539,0.01008728056601109
EAF,0.6801018654282999,0.2676489672134745,1.1345193809414444,0.317047662426987
EAGG,0.20237705822943772,0.00010001244765458844,1.604689558315906,0.6041683984383526
EAR,1.7870312712141976,0.999999152976995,0.08216573434022885,-0.9985312420289866
EARN,0.39535843481236727,0.011445088369137754,1.0343697849260545,-0.23471799664693838
EAT,0.5570385619789735,0.00010560859291959196,0.617811175898847,0.3434051317035049
EATV,0.4809429877020519,0.9181381191614855,1.7960856359502955,0.6043144265141943
EATZ,0.3821419623594009,0.00010007841096520764,1.0609224470444025,0.10794753364518941
EB,0.6272306446486121,0.32417717729095574,0.4786918121721593,0.582348622471965
EBAY,0.3625985704634295,0.9998329151650696,1.0219393288321175,-0.5190043106547569
EBC,0.43828315902519766,0.0004997307838362443,6.688344671792342,0.9486740034407382
EBET,1.4854332493363454,0.4994884032925981,0.9994023685529858,0.5002312200822053
EBF,0.5559542618950584,0.9999346514345278,1.9934337071044022,-0.9051911131320777
EBIX,0.9309863082749932,0.21897636990015018,0.7094053507657733,0.8213953194684191
EBIZ,0.568488787128315,0.000696821996985375,0.9198529679148761,0.5727352631400917
EBLU,0.256024486157783,0.00010010515973866025,0.880975068422676,0.5017422164266712
EBND,0.5621187460356016,0.0006194513112194077,8.366483704131642,0.8783031914736363
EBS,0.669341104049681,0.00010000086814163104,1.025731984926205,0.626088624731243
EC,0.4995496420320596,0.07527256810799816,1.132854851939413,-0.02080144519137591
ECH,0.4429876857682664,0.9999999358093427,1.7281192368880074,-0.7285414441936382
ECL,0.30010867451868,0.9999013379864774,0.8946192636567895,-0.516508589469642
ECLN,0.30626880028164216,0.7809178949606638,0.6778796062844404,0.5784172137631419
ECNS,0.22266314059331874,0.004912821244825255,0.7957135000165629,0.12506204872077
ECOM,0.4597539219672867,0.0008330640252629283,0.6928250263574799,0.12501334418283974
ECON,0.3367740384282679,0.00031310751357597756,0.13781187555075203,-0.999898529588269
ECPG,0.37855929287906226,0.0001417382387903562,0.8117291287964433,-0.16340440063374778
ECVT,0.6428720348497657,0.4556443762058236,1.0116816757806084,0.4987201339034029
ED,0.19069795805854256,0.2058612748737603,1.0546880051197294,-0.23254526435057032
EDAP,1.113338861277425,0.8565576263812661,8.283626965574136,-0.7808255492169148
EDC,0.570751157760483,0.00010000174301437261,0.985413643036477,-0.013062828365713213
EDIT,0.8914759225795391,0.0024714277638559316,0.6226361183529866,0.7551262659112666
EDIV,0.16429726937713682,0.00011443519157232292,0.8918247648718534,-0.46993825469526085
EDOC,0.3722800351513878,0.6904666921830896,0.25409551202524844,0.8146742365136206
EDOW,0.2175882459244121,0.00010001537468958323,1.417649933148962,0.6390368849865384
EDR,0.4402693078541553,0.999999959416289,0.9744788617106063,-0.4623363049425188
EDU,0.856452074426138,0.394833195854317,0.2626686830651541,0.9998700033625547
EDUT,0.7586177552406164,0.453388115906629,0.351519407745715,0.4966013743249117
EDV,0.2567487883210767,0.00010000000235618314,0.767516279761975,0.2912433071059307
EDZ,0.626778894533663,0.9687184967047271,0.9301217539766607,0.6866858802361938
EE,0.8390118992957354,0.9997800429973684,3.2778018955107973,-0.9474592439973276
EEFT,0.4681664554591349,0.13315089580385672,0.9716216788153339,-0.4766212737519815
EELV,0.3013027154285896,0.0002192967385513961,1.8779168726776758,0.7326273641396606
EEM,0.2130300859095582,0.2791423255564404,0.20978317653422568,-0.48264827928138354
EEMA,0.18420238922526253,0.9162904706132983,1.9091163525828232,-0.07849758777554047
EEMS,0.24112566913963057,0.00010000003552831052,2.053213608380327,0.6456746611682653
EEMV,0.126907273803369,0.017237224791441325,0.23949769467875706,0.24986889632473644
EEMX,0.2426732922889557,0.0001000000076416416,2.1718589565316493,0.6020853886051023
EES,1.0050610056306624,0.990384565624343,32.42487627966509,-0.7938027948888282
EEV,0.4887165493357745,0.29865542999674755,1.1057773730529308,-0.2030211837755032
EEX,0.8081877317355397,0.0005712204299311913,1.2665764549353815,0.3182358331905668
EFA,0.21367383597139827,0.9998485101043622,0.7197968196849207,-0.7352592300340002
EFAS,0.47580968065877643,0.9778524719383466,1.0705030719751176,0.8549690310792366
EFAV,0.1755981348732766,0.09686303554194375,0.24931460287703774,-0.19413614739823223
EFAX,0.27299462769163874,0.0004909467122089137,0.3335235288723461,0.23358051593506915
EFC,0.36959065698755406,0.05106227754669565,2.5381347357657953,-0.8747043147723782
EFG,0.22858812719506766,0.9999999334377666,0.5954847998279276,-0.9998998464039931
EFSC,0.41296978555865227,0.2634958974477892,1.6941481016251938,-0.08936612094899724
EFV,0.2608939882284453,0.00010000177651223359,0.8948540827777713,-0.7535402344520594
EFX,0.33544818459012415,0.39361532498779284,0.6246096278494222,-0.30409097199334123
EFZ,0.23775783819474167,0.3704740853672486,0.2583233613447891,0.7057071233512276
EGAN,0.766132160943604,0.00048672218991432643,1.430179362840504,0.31266579194420313
EGBN,0.5530749616062168,0.08637941279588171,0.9436562050469608,-0.020698083856628212
EGHT,0.8195857301757923,0.5210238069879063,1.822898835421374,0.3694380400699528
EGIO,0.7633529491310097,0.9999969602394333,1.6222795196168804,-0.5508060089475464
EGLE,0.6358526925264056,0.0035012985507894903,1.3571971019526772,-0.07850934504679816
EGLX,1.1092356847600857,0.4782545217197763,0.9993785293968676,0.9992800062598445
EGO,0.526640841129373,0.25589188499453464,0.9103112041215741,0.6375702935625999
EGP,0.2857151865348573,0.00010012631117361251,1.2264071926877762,0.38769311533543227
EGRX,0.5841575110766805,0.00813874036345503,0.9047860608352035,0.3285553952823141
EGY,0.7687292344927628,0.3166555039340394,0.803641745121762,0.49665987436695724
EH,0.8605241276652689,0.17534079980717818,0.8478586231601742,0.8059047012995632
EHC,0.3668811259215655,0.999999883689397,1.581387305589383,-0.6674494857765033
EHTH,0.8524994227696372,0.4154711716155291,0.6265457271330289,0.6720661697078315
EIDO,0.3789151700737245,0.00010007841096520769,0.41266315040466867,0.49955548198091565
EIG,0.5391021763029442,0.00010000001341693291,0.9076676577759096,0.5424484391687183
EIGR,1.3144055933544616,0.7328539951944424,2.4596724498842577,-0.4787518157353562
EINC,0.3154744507194877,0.9999999494032021,1.2775314052247293,-0.9998971836251614
EIX,0.25635805650480203,0.11719941729003924,0.41443773676958406,-0.16680601657051033
EKG,0.41634252590031723,0.8440209881800732,0.807959412589448,0.6183436333530836
EKSO,1.4495614142684932,0.5060400842473013,1.0000975434224253,0.4993279880352676
EL,0.34091228120478745,0.053552518004471354,0.37847886259886165,-0.08997117129654235
ELA,0.8221721635486554,0.00010007670448194561,1.608046015932575,-0.3858355861244592
ELAN,0.4500323861662866,0.4753727989572902,0.5516611448550367,-0.17364086719763014
ELD,0.21911864114848262,0.00010011031031666119,1.153167543174257,0.5032565994004456
ELDN,1.3197339440029725,0.9999372095120258,0.10188188036039388,0.3566324587865169
ELF,0.4320514009059329,0.03908775206423559,0.28432469451423115,0.7528858515409068
ELMD,1.2938665615229088,0.03897175336889506,0.2570805315045044,-0.9998998934790582
ELP,0.7610517300544271,0.00031319145275637833,0.20373296696542342,-0.9998999999411797
ELS,0.3999551025069476,0.00016289770755607396,1.3555729329854258,0.2574092320445208
ELV,0.29153491368963563,0.0005299663882120145,0.0930439583740607,-0.36227989138604444
ELVT,0.7659722496570102,0.2556450958279811,5.408298358080853,-0.7644208775517997
ELY,0.45831133064505697,0.0009014595265654535,0.5113781800635262,0.36334655650972986
EMB,0.15698535367169364,0.999999981489682,0.26615837906137774,-0.805484224369079
EMBC,0.6042344968397816,0.32852113370320396,0.06380556475800227,-0.8139852653274627
EMBD,0.3204197530365823,0.9735663327508904,0.8188446128412883,0.7676901784916287
EMBK,1.6783877939151124,0.5263436247611838,2.7217471617958733,0.018385820508764267
EME,0.31789016819626836,0.0005834592378399167,0.07587993740366872,-0.9998831608351936
EMFQ,0.4390098935640918,0.00010004490278439793,1.860745554169917,0.7344534521415995
EMGF,0.26344907239742776,0.00010000000000269963,2.134356047942718,0.6148731011131834
EMKR,0.7219851892369202,0.22040196452511623,4.784516947397417,-0.8105645417963633
EMLC,0.42392550804484447,0.0004997307838363538,0.3495227923458486,-0.9534916774984878
EMLP,0.28083716873707,0.00010000000075626402,2.2109297878945537,0.9498619239019637
EMN,0.300068351826009,0.02351007315747995,1.26233823240573,-0.22887679183589993
EMQQ,0.39392751906299556,0.14702845102789255,1.2534396944763846,0.014400581026699015
EMR,0.24404663191215697,0.004865661296789749,0.7183506775082081,-0.27114539718627545
EMTY,0.6233442094060628,0.5700487382086448,0.9682010154213667,0.8828396014068058
EMWPF,0.16950469213859723,0.48743513531298766,1.0004271762133934,0.6203443592865702
EMX,0.30642199484349286,0.1595897722738467,4.182684751986093,-0.1915899442603185
EMXC,0.20355109170454694,0.9995466628053717,1.3097231989391274,0.03579045347962745
ENB,0.24370436624746894,0.9592420602541899,1.7468144221850548,-0.7604502329578238
ENDP,4.51713947012031,0.8998510032579702,0.3871109773915754,-0.9993959554181029
ENFN,0.6577001598335488,0.9999353500504705,0.571658757835426,0.18604320587925213
ENFR,0.3087981907451709,0.00010000000423394261,1.7345391368655811,0.5665646412621901
ENG,1.9368889072427804,0.0004997309192187994,2.2290842544897687,-0.9998990761210537
ENIC,0.7645692739023886,0.6841303333083939,5.355912617137779,-0.7231433766887051
ENLC,0.489837947711441,0.050818418719568895,0.8003259825344723,0.029610294334012195
ENLV,1.370922195041067,0.6940863815075567,0.7980664046299765,0.9871373267393734
ENOB,1.3103222716616911,0.9993541613399706,1.4797206849253575,0.9994096335947907
ENOV,0.4534484045542411,0.04196993288762009,1.3428615573297853,0.10372138290349835
ENPH,0.6395576851848294,0.49429746441822425,0.002609435874208485,-0.9998999355398331
ENR,0.399437790674211,0.9999999999999575,4.675483275467576,-0.9115491559468389
ENS,0.31732573631257566,0.00010000025606334249,0.5782135736060612,0.5098249487040679
ENSG,0.41673771248574604,0.0012861718380907314,0.104383982679851,-0.9952341765232143
ENSV,2.3519743680252483,0.49776426424422027,0.998261398662913,0.49874450978964935
ENTA,0.8189842685692835,0.29870901706975894,0.22865702729925313,0.9983917185236898
ENTG,0.4486512277946203,0.0032488072900798476,0.5972065660459683,4.183863884381594e-05
ENTX,1.568117413173788,0.500630440988317,0.9995734710610109,0.5004576105973004
ENV,0.4355986685583904,0.622329734697133,1.331430400613744,-0.767528362497454
ENVA,0.4916583619923001,0.12232610225156154,0.7578250333670933,0.5268703121627463
ENVX,0.8991617093355777,0.4868669553024141,0.12378265845111375,0.9998841068945894
ENZ,0.7615989142771223,0.5737130407373673,0.9451707494983368,0.9996926392411435
ENZL,0.29689749294272766,0.0004988796910884298,1.077827825973994,0.9998999980444445
EOG,0.4425566412887953,0.008652941363597134,0.2977299963318475,0.9998573657147443
EOLS,1.0181013204290499,0.22594927740035733,0.02587754796386769,-0.9994237507410448
EOSE,1.3878050311187171,0.5547518234187048,0.7015203543533565,0.9998862744449055
EPAC,0.651974217637863,0.9999999891465622,3.774206888895549,-0.9323816573571616
EPAM,0.5465859634107936,0.47547590319503896,0.45632146042338284,0.1505766579377673
EPC,0.3505166893605875,0.05950265251305139,1.0737153559332597,-0.341535941819634
EPD,0.2473898570316727,0.00030622887632387,0.14274805929842552,-0.9998999998941254
EPHY,0.2882933452690484,0.9964231332497233,0.5749099085821948,0.49050628150831327
EPI,0.2141123903420381,0.052450788538145755,0.4720422950947546,-0.14822194177987805
EPIX,1.9330023191964862,0.4989202842002497,0.9998949384586081,0.500464223150347
EPM,0.6156229752120859,0.02845323679769824,1.0566869043978302,0.407343227448123
EPP,0.20706424822468292,0.045248333341887305,0.417532254249945,-0.5202504514860207
EPR,0.29820380866457563,0.00010000000922409677,1.0744645133780755,-0.15839373160489736
EPRT,0.3269476571293385,0.653531697902122,5.488906430951797,-0.903775643527357
EPS,0.6716233969112323,0.7421642242604988,342.03764752072425,-0.815195080635028
EPSN,0.49719986024656176,0.9999999316272977,0.6823499913380809,0.5420637718487223
EPV,0.5739743448631598,0.9996849089957126,0.9767587512455475,0.5745400471953742
EQ,1.5996869388921011,0.481052169841483,1.0001332986353897,0.5002833510834227
EQAL,0.26005769352623853,0.036356554263722037,0.6921265952662077,0.5743275191767796
EQC,0.34009684505546217,0.00010122886609796578,1.4109846168415177,0.2953319743105711
EQH,0.33527295898910625,0.781869175734828,0.16166379380901577,-0.9998996313344537
EQIX,0.31905489658333913,0.028116225790683017,0.12061486803598317,-0.9998268180592259
EQNR,0.42062862116674815,0.00651663027825887,0.14042758792114174,0.7042305362795984
EQR,0.2830228659969257,0.00015364612700589507,0.3883574913521899,-0.5225485558725973
EQRX,1.0637723810049275,0.1383429087833746,1.000024845759822,0.49992968308129926
EQT,0.6355605872842784,0.3358344482417914,0.28942295989912287,0.5011530022967059
EQWL,0.1994446201997565,0.9999999215890348,1.3437820615552116,0.49962836559131857
EQX,0.5896060656453347,0.00010000035300373317,0.9883383911332697,0.5337228933351073
ERAS,1.16981944341174,0.4722214831903023,0.945013539789542,0.9241638263976764
ERF,0.5587927627952692,0.4252483797785983,0.052991579511072306,0.9998999503302606
ERIC,0.37340891653372793,0.2894725319334778,0.526359642806961,0.284543537725394
ERIE,0.28016222979666494,0.19429592973845533,0.0036707643315047472,0.22480017384845727
ERII,0.4609663187119097,0.2560293573244216,0.28672225444335697,-0.49430574215975176
ERJ,0.5599570963820278,0.15202060240632784,0.6331925507695408,0.36637642245213853
ERO,0.5980258443560902,0.03761389160628724,0.713954960889481,0.7808855152208671
ERTH,0.2965361914459882,0.00010020528257200439,1.1659216971962352,0.5366111845917236
ERX,0.7308637840709504,0.999999999756798,0.15549194640741978,-0.9994786300076663
ERY,0.7490639791980604,0.42645155395663237,0.8633473696624838,0.9998999980212896
ERYP,1.7006082936851712,0.9999999999305599,2.188030163755774,-0.9058597371285992
ES,0.20601274842249495,0.056862421603579634,0.2104628735498056,0.9882656843742699
ESAB,0.43152046291549745,0.8938845696022787,1.1219180549643095,0.43294202284956046
ESCA,0.7607792715723763,0.48607745662297125,0.37608451405285553,0.3830622451057845
ESE,0.28048274950188923,0.32299518530887433,1.5102512786215085,0.2243507292651891
ESGD,0.21166268327972707,0.9999782220841722,1.544585337532232,-0.21716188646282025
ESGE,0.20498011421073997,0.0006852108203621804,0.7021046928680349,-0.35221481760941414
ESGR,0.24892069064390301,0.0618117814459439,0.566354174761805,0.9287123576447966
ESGU,0.2510041353899296,0.00010004846064158899,0.9171220249206615,0.5980890483146303
ESI,0.43562723745246934,0.2244804892042032,1.618432222784964,-0.740473119609285
ESMT,0.530757584877312,0.9999999999923583,2.206031474808469,-0.43790444404188844
ESNT,0.4504130722898675,0.3395457487990838,1.52266796670309,-0.5928449843899708
ESPO,0.34543034947230206,0.0006787345709519805,3.731696696430183,0.8008171264655132
ESPR,1.1022989721180314,0.3327630952805055,1.139790481014972,0.4254645544791365
ESRT,0.7203459634354998,0.0039150818139122735,0.20829827613141813,0.28161633280420845
ESS,0.2541675627855228,0.08453018827847318,0.44486010188316993,0.2604767679130587
ESSA,0.1793261769050425,0.2027279040488143,5.180115376989051,0.7061325187504874
ESSC,0.5887173550824528,0.0005312813481276759,1.1841226068722523,-0.24161172649194368
ESTA,0.5796648729273388,0.00019620231960113915,1.315615676320364,-0.2670411183796448
ESTC,0.66325293506302,0.1622689652353277,0.2281137384799944,0.999899997594806
ESTE,0.7396068648763423,0.3592441704866829,0.4109943522478853,0.8073468700812579
ET,0.4514788796188414,0.3153102822858221,1.2551605279345575,-0.5850151049037811
ETAC,0.5698380615699262,0.0020192255876333273,0.1884488418808639,0.9994224291104161
ETD,0.4720349139689835,0.0001165833640175968,0.6231918353695676,-0.5682917670220436
ETN,0.2904519497958896,0.2582425768980788,0.19964253079473343,-0.8922298610844344
ETNB,1.3552039576425887,0.6102648647849139,1.171130740101213,0.48397578116233003
ETON,1.0478591418886882,0.5015569997616806,1.0000124285221,0.49989254619106904
ETR,0.23734368423612928,0.01046805888426662,0.0732778204850372,0.3637638785207104
ETRN,0.48290636274339593,0.015408831436382022,0.8872400476913338,0.5245496706214949
ETSY,0.6500760571181935,0.00010007841096520764,0.5629680270811149,0.5306033905837418
ETWO,0.6245497236433415,0.621567603714664,0.9453396176936923,0.47664175922767005
EUFN,0.3531599001772957,0.10092139291645728,0.9887998146231729,-0.3601571777175038
EUM,0.22035258743821087,0.00010000013691820153,1.2877482382584355,0.24723875245523402
EUO,0.24156471108805494,0.42794746853165677,0.5164141850093218,0.4527510856206251
EURL,0.8087123739940599,0.00010007841096520769,0.47352975415856585,0.5000619728042404
EURN,0.4935791002655756,0.49087238115767245,0.0001778180540766224,-0.18571911088627668
EUSA,0.2652511304874172,0.00010004122984878268,1.2730047213023052,0.5552932735947173
EVA,0.43080270969234546,0.9999232831113151,1.8387151730227203,-0.6437815321534414
EVAX,4.1201693014552,0.5593880533021461,1.0003002775076497,0.4999269283484532
EVBG,0.7558360281924524,0.007847887188432443,0.8053599683372339,0.7181013242332298
EVC,0.4320806774165731,0.0001275900750984796,2.586130818090889,-0.6552983910607758
EVCM,0.6362836335148495,0.016948080298774336,0.9468978732081671,0.4648479656742044
EVER,1.0241474024875445,0.2613843628801529,0.9748874591498802,0.2916629937843916
EVEX,1.167841912764665,0.0001000000140446026,0.40199121492880546,-0.8563602759622988
EVFM,2.1421302694574953,0.5004814581802082,0.9995477438314315,0.500897530352892
EVGN,1.6013926889720715,0.5000831901473514,0.999543707691286,0.49970322505273473
EVGO,0.8983162558232731,0.00010007810849407357,1.7401112714734994,-0.1780918355660024
